timestamp,value,__name__,consumer,instance,job,run,strategy
2025-12-07T22:52:47.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:48.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:49.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:50.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:51.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:52.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:53.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:54.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:55.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
2025-12-07T22:52:56.0000000Z,88.86324444430831,consumer_utilization_percent,C-0d1ef5a6-10ac-48c0-b509-495c70c0c54c,mbrokerbench:1234,mbrokerbench,1765147966.5210118,ModifiedWorstFitAssignment
